Date,LOCATION,PIT,Length.mm,Weight.g
2022-02-28T00:00:00Z,RRCAN,1BD572,65,3.2
2022-02-28T00:00:00Z,RRCAN,1BEDDD,60,2.48
2022-02-28T00:00:00Z,RRCAN,1BF25A,69,3.8
2022-02-28T00:00:00Z,RRCAN,1C00DE,70,3.9
2022-02-28T00:00:00Z,RRCAN,1C02A0,64,3.04
2022-02-28T00:00:00Z,RRSAC1,1BBE65,60,2.2
2022-02-28T00:00:00Z,RRSAC1,1BC31B,56,1.85
2022-02-28T00:00:00Z,RRSAC1,1BD472,55,1.68
2022-02-28T00:00:00Z,RRSAC1,1BEBA0,55,1.6
2022-02-28T00:00:00Z,RRSAC1,1B9E9D,61,2.41
2022-02-28T00:00:00Z,RRSAC1,1BAE39,59,2.14
2022-02-28T00:00:00Z,RRSAC1,1BC0BE,54,1.58
2022-02-28T00:00:00Z,RRSAC1,1BC662,56,1.63
2022-02-28T00:00:00Z,RRSAC1,1BB6CE,59,1.72
2022-02-28T00:00:00Z,RRSAC1,1BE15F,58,1.89
2022-02-28T00:00:00Z,RRSAC1,1BEB90,58,1.84
2022-02-28T00:00:00Z,RRSAC1,1BEFD9,58,1.95
2022-02-28T00:00:00Z,RRSAC1,1BF640,60,2.25
2022-02-28T00:00:00Z,RRSAC2A,1BE465,62,2.72
2022-02-28T00:00:00Z,RRSAC2A,1B8F6E,64,2.85
2022-02-28T00:00:00Z,RRSAC2A,1BAA48,69,3.64
2022-02-28T00:00:00Z,RRSAC2A,1BAF7F,70,3.64
2022-02-28T00:00:00Z,RRSAC2A,1BC769,64,2.67
2022-02-28T00:00:00Z,RRSAC2A,1BCADB,66,3.2
2022-02-28T00:00:00Z,RRSAC2A,1BD121,69,3.48
2022-02-28T00:00:00Z,RRSAC2A,1BE529,62,2.93
2022-02-28T00:00:00Z,RRSAC2A,1BFB64,67,3.45
2022-02-28T00:00:00Z,RRSAC2C,1B9929,65,2.95
2022-02-28T00:00:00Z,RRSAC2C,1BB402,60,2.11
2022-02-28T00:00:00Z,RRSAC2C,1BC71D,67,3.6
2022-02-28T00:00:00Z,RRSAC2C,1BCF84,66,2.96
